Latitude Longitude Value
   70.750   71.500 -3.9242401123e+00
   70.750   71.750 -4.0316619873e+00
   70.750   72.000 -4.1390838623e+00
   70.750   72.250 -4.2445526123e+00
   70.750   72.500 -4.3490447998e+00
   70.500   71.500 -4.2152557373e+00
   70.500   71.750 -4.3236541748e+00
   70.500   72.000 -4.4320526123e+00
   70.500   72.250 -4.5384979248e+00
   70.500   72.500 -4.5541229248e+00
   70.250   71.500 -4.3588104248e+00
   70.250   71.750 -4.3285369873e+00
   70.250   72.000 -4.2035369873e+00
   70.250   72.250 -4.2767791748e+00
   70.250   72.500 -4.3197479248e+00
   70.000   71.500 -3.8695526123e+00
   70.000   71.750 -3.7601776123e+00
   70.000   72.000 -3.6342010498e+00
   70.000   72.250 -3.7074432373e+00
   70.000   72.500 -3.8334197998e+00
Latitude Longitude Value
   71.000   71.500 -5.9677581787e+00
   71.000   71.750 -5.6855316162e+00
   71.000   72.000 -5.4199066162e+00
   71.000   72.250 -5.1845550537e+00
   71.000   72.500 -4.9345550537e+00
   70.750   71.500 -5.5820159912e+00
   70.750   71.750 -5.3447113037e+00
   70.750   72.000 -5.1074066162e+00
   70.750   72.250 -4.7812347412e+00
   70.750   72.500 -4.4560394287e+00
   70.500   71.500 -5.2880706787e+00
   70.500   71.750 -4.9628753662e+00
   70.500   72.000 -4.7226409912e+00
   70.500   72.250 -4.3925628662e+00
   70.500   72.500 -3.9111175537e+00
   70.250   71.500 -5.0058441162e+00
   70.250   71.750 -4.4999847412e+00
   70.250   72.000 -3.8857269287e+00
   70.250   72.250 -3.3925628662e+00
   70.250   72.500 -2.8915863037e+00
   70.000   71.500 -4.0712738037e+00
   70.000   71.750 -3.4365081787e+00
   70.000   72.000 -2.8144378662e+00
   70.000   72.250 -2.3154144287e+00
   70.000   72.500 -1.8193206787e+00
Latitude Longitude Value
   71.000   71.500 -4.8984375000e+00
   71.000   71.750 -4.7919921875e+00
   71.000   72.000 -4.6484375000e+00
   71.000   72.250 -4.2773437500e+00
   71.000   72.500 -3.8779296875e+00
   70.750   71.500 -5.0683593750e+00
   70.750   71.750 -5.0322265625e+00
   70.750   72.000 -4.9941406250e+00
   70.750   72.250 -4.7734375000e+00
   70.750   72.500 -4.5517578125e+00
   70.500   71.500 -5.5166015625e+00
   70.500   71.750 -5.4921875000e+00
   70.500   72.000 -5.4541015625e+00
   70.500   72.250 -5.2304687500e+00
   70.500   72.500 -5.1074218750e+00
   70.250   71.500 -5.9335937500e+00
   70.250   71.750 -5.7871093750e+00
   70.250   72.000 -5.5566406250e+00
   70.250   72.250 -5.3437500000e+00
   70.250   72.500 -5.1728515625e+00
   70.000   71.500 -5.9511718750e+00
   70.000   71.750 -5.7216796875e+00
   70.000   72.000 -5.4882812500e+00
   70.000   72.250 -5.2724609375e+00
   70.000   72.500 -5.0644531250e+00
Latitude Longitude Value
   71.000   71.500 -3.8244323730e+00
   71.000   71.750 -3.8742370605e+00
   71.000   72.000 -3.9328308105e+00
   71.000   72.250 -3.9806823730e+00
   71.000   72.500 -4.0090026855e+00
   70.750   71.500 -3.5910339355e+00
   70.750   71.750 -3.6584167480e+00
   70.750   72.000 -3.7267761230e+00
   70.750   72.250 -3.8351745605e+00
   70.750   72.500 -3.9445495605e+00
   70.500   71.500 -3.4601745605e+00
   70.500   71.750 -3.5754089355e+00
   70.500   72.000 -3.6437683105e+00
   70.500   72.250 -3.7541198730e+00
   70.500   72.500 -3.8840026855e+00
   70.250   71.500 -3.3439636230e+00
   70.250   71.750 -3.4582214355e+00
   70.250   72.000 -3.5646667480e+00
   70.250   72.250 -3.7541198730e+00
   70.250   72.500 -3.9211120605e+00
   70.000   71.500 -3.2746276855e+00
   70.000   71.750 -3.3732604980e+00
   70.000   72.000 -3.4816589355e+00
   70.000   72.250 -3.6730651855e+00
   70.000   72.500 -3.8615417480e+00
Latitude Longitude Value
   71.000   71.500 -3.2644653320e+00
   71.000   71.750 -3.3054809570e+00
   71.000   72.000 -3.3630981445e+00
   71.000   72.250 -3.5584106445e+00
   71.000   72.500 -3.7781372070e+00
   70.750   71.500 -3.5584106445e+00
   70.750   71.750 -3.6072387695e+00
   70.750   72.000 -3.6550903320e+00
   70.750   72.250 -3.9832153320e+00
   70.750   72.500 -4.3103637695e+00
   70.500   71.500 -3.9480590820e+00
   70.500   71.750 -4.0486450195e+00
   70.500   72.000 -4.0964965820e+00
   70.500   72.250 -4.4295043945e+00
   70.500   72.500 -4.8191528320e+00
   70.250   71.500 -4.3562622070e+00
   70.250   71.750 -4.4607543945e+00
   70.250   72.000 -4.5623168945e+00
   70.250   72.250 -4.9998168945e+00
   70.250   72.500 -5.4236450195e+00
   70.000   71.500 -4.8591918945e+00
   70.000   71.750 -4.9714965820e+00
   70.000   72.000 -5.0740356445e+00
   70.000   72.250 -5.5164184570e+00
   70.000   72.500 -5.9461059570e+00
Latitude Longitude Value
   71.000   71.500 -4.2496337891e+00
   71.000   71.750 -4.4664306641e+00
   71.000   72.000 -4.7076416016e+00
   71.000   72.250 -5.0416259766e+00
   71.000   72.500 -5.3707275391e+00
   70.750   71.500 -4.6763916016e+00
   70.750   71.750 -4.9097900391e+00
   70.750   72.000 -5.1431884766e+00
   70.750   72.250 -5.5152587891e+00
   70.750   72.500 -5.8863525391e+00
   70.500   71.500 -5.2935791016e+00
   70.500   71.750 -5.4996337891e+00
   70.500   72.000 -5.7359619141e+00
   70.500   72.250 -6.1129150391e+00
   70.500   72.500 -6.4937744141e+00
   70.250   71.500 -6.0426025391e+00
   70.250   71.750 -6.1773681641e+00
   70.250   72.000 -6.2662353516e+00
   70.250   72.250 -6.6949462891e+00
   70.250   72.500 -7.1060791016e+00
   70.000   71.500 -6.5289306641e+00
   70.000   71.750 -6.6236572266e+00
   70.000   72.000 -6.7125244141e+00
   70.000   72.250 -7.1470947266e+00
   70.000   72.500 -7.5738525391e+00
Latitude Longitude Value
   71.000   71.500 2.9988403320e+00
   71.000   71.750 2.7673950195e+00
   71.000   72.000 2.5671997070e+00
   71.000   72.250 2.4968872070e+00
   71.000   72.500 2.4265747070e+00
   70.750   71.500 2.2293090820e+00
   70.750   71.750 1.9978637695e+00
   70.750   72.000 1.7683715820e+00
   70.750   72.250 1.6384887695e+00
   70.750   72.500 1.5105590820e+00
   70.500   71.500 1.3757934570e+00
   70.500   71.750 1.1375122070e+00
   70.500   72.000 9.0509033203e-01
   70.500   72.250 7.7325439453e-01
   70.500   72.500 6.2774658203e-01
   70.250   71.500 4.8126220703e-01
   70.250   71.750 2.6446533203e-01
   70.250   72.000 6.4270019531e-02
   70.250   72.250 -7.2448730469e-02
   70.250   72.500 -2.1405029297e-01
   70.000   71.500 -2.4041748047e-01
   70.000   71.750 -4.4647216797e-01
   70.000   72.000 -6.4862060547e-01
   70.000   72.250 -7.8729248047e-01
   70.000   72.500 -9.2889404297e-01
Latitude Longitude Value
   71.000   71.500 -2.1590270996e+00
   71.000   71.750 -2.2742614746e+00
   71.000   72.000 -2.4178161621e+00
   71.000   72.250 -2.7654724121e+00
   71.000   72.500 -3.1414489746e+00
   70.750   71.500 -2.5379333496e+00
   70.750   71.750 -2.6648864746e+00
   70.750   72.000 -2.7908630371e+00
   70.750   72.250 -3.1824645996e+00
   70.750   72.500 -3.5730895996e+00
   70.500   71.500 -2.8367614746e+00
   70.500   71.750 -2.9353942871e+00
   70.500   72.000 -3.0623474121e+00
   70.500   72.250 -3.4588317871e+00
   70.500   72.500 -3.8211364746e+00
   70.250   71.500 -3.0711364746e+00
   70.250   71.750 -3.1531677246e+00
   70.250   72.000 -3.2273864746e+00
   70.250   72.250 -3.6228942871e+00
   70.250   72.500 -4.0037536621e+00
   70.000   71.500 -3.2810974121e+00
   70.000   71.750 -3.3572692871e+00
   70.000   72.000 -3.4314880371e+00
   70.000   72.250 -3.8318786621e+00
   70.000   72.500 -4.2234802246e+00
Latitude Longitude Value
   71.000   71.500 6.0029296875e+00
   71.000   71.750 5.9199218750e+00
   71.000   72.000 5.8925781250e+00
   71.000   72.250 6.1640625000e+00
   71.000   72.500 6.4570312500e+00
   70.750   71.500 6.1328125000e+00
   70.750   71.750 6.0478515625e+00
   70.750   72.000 5.9628906250e+00
   70.750   72.250 6.2480468750e+00
   70.750   72.500 6.5332031250e+00
   70.500   71.500 6.3076171875e+00
   70.500   71.750 6.1787109375e+00
   70.500   72.000 6.0927734375e+00
   70.500   72.250 6.3818359375e+00
   70.500   72.500 6.7333984375e+00
   70.250   71.500 6.6962890625e+00
   70.250   71.750 6.5107421875e+00
   70.250   72.000 6.2919921875e+00
   70.250   72.250 6.8027343750e+00
   70.250   72.500 7.2539062500e+00
   70.000   71.500 6.8994140625e+00
   70.000   71.750 6.7294921875e+00
   70.000   72.000 6.5087890625e+00
   70.000   72.250 7.0244140625e+00
   70.000   72.500 7.5537109375e+00
Latitude Longitude Value
   71.000   71.500 -1.4570007324e+00
   71.000   71.750 -1.5849304199e+00
   71.000   72.000 -1.7128601074e+00
   71.000   72.250 -1.9101257324e+00
   71.000   72.500 -2.1366882324e+00
   70.750   71.500 -1.2548522949e+00
   70.750   71.750 -1.3857116699e+00
   70.750   72.000 -1.5165710449e+00
   70.750   72.250 -1.8183288574e+00
   70.750   72.500 -2.1200866699e+00
   70.500   71.500 -1.2636413574e+00
   70.500   71.750 -1.3798522949e+00
   70.500   72.000 -1.5126647949e+00
   70.500   72.250 -1.8183288574e+00
   70.500   72.500 -2.1962585449e+00
   70.250   71.500 -1.3046569824e+00
   70.250   71.750 -1.4296569824e+00
   70.250   72.000 -1.5595397949e+00
   70.250   72.250 -2.1288757324e+00
   70.250   72.500 -2.6269226074e+00
   70.000   71.500 -1.3534851074e+00
   70.000   71.750 -1.4960632324e+00
   70.000   72.000 -1.6288757324e+00
   70.000   72.250 -2.2040710449e+00
   70.000   72.500 -2.7919616699e+00
Latitude Longitude Value
   71.000   71.500 2.8669433594e+00
   71.000   71.750 2.7810058594e+00
   71.000   72.000 2.6013183594e+00
   71.000   72.250 1.9147949219e+00
   71.000   72.500 1.1921386719e+00
   70.750   71.500 2.8317871094e+00
   70.750   71.750 2.8190917969e+00
   70.750   72.000 2.8063964844e+00
   70.750   72.250 2.1149902344e+00
   70.750   72.500 1.4235839844e+00
   70.500   71.500 2.6696777344e+00
   70.500   71.750 2.6179199219e+00
   70.500   72.000 2.6052246094e+00
   70.500   72.250 1.9050292969e+00
   70.500   72.500 1.4167480469e+00
   70.250   71.500 2.4772949219e+00
   70.250   71.750 2.4509277344e+00
   70.250   72.000 2.4479980469e+00
   70.250   72.250 2.2478027344e+00
   70.250   72.500 1.9440917969e+00
   70.000   71.500 2.2995605469e+00
   70.000   71.750 2.2878417969e+00
   70.000   72.000 2.2849121094e+00
   70.000   72.250 2.0817871094e+00
   70.000   72.500 1.9079589844e+00
Latitude Longitude Value
   71.000   71.500 3.3770904541e+00
   71.000   71.750 3.3409576416e+00
   71.000   72.000 3.3673248291e+00
   71.000   72.250 3.6446685791e+00
   71.000   72.500 3.9161529541e+00
   70.750   71.500 2.9288482666e+00
   70.750   71.750 2.8790435791e+00
   70.750   72.000 2.8292388916e+00
   70.750   72.250 2.9874420166e+00
   70.750   72.500 3.1446685791e+00
   70.500   71.500 2.4532623291e+00
   70.500   71.750 2.4229888916e+00
   70.500   72.000 2.3731842041e+00
   70.500   72.250 2.5333404541e+00
   70.500   72.500 2.6505279541e+00
   70.250   71.500 2.0030670166e+00
   70.250   71.750 1.9532623291e+00
   70.250   72.000 1.8888092041e+00
   70.250   72.250 1.9112701416e+00
   70.250   72.500 1.9708404541e+00
   70.000   71.500 1.5284576416e+00
   70.000   71.750 1.4483795166e+00
   70.000   72.000 1.3839263916e+00
   70.000   72.250 1.4063873291e+00
   70.000   72.500 1.3907623291e+00
Latitude Longitude Value
   71.000   71.500 5.0740356445e+00
   71.000   71.750 5.0593872070e+00
   71.000   72.000 5.0349731445e+00
   71.000   72.250 5.0242309570e+00
   71.000   72.500 5.0369262695e+00
   70.750   71.500 5.0017700195e+00
   70.750   71.750 5.0125122070e+00
   70.750   72.000 5.0232543945e+00
   70.750   72.250 5.0017700195e+00
   70.750   72.500 4.9802856445e+00
   70.500   71.500 5.0105590820e+00
   70.500   71.750 5.0183715820e+00
   70.500   72.000 5.0291137695e+00
   70.500   72.250 5.0076293945e+00
   70.500   72.500 4.9265747070e+00
   70.250   71.500 5.0105590820e+00
   70.250   71.750 5.0193481445e+00
   70.250   72.000 5.0291137695e+00
   70.250   72.250 4.9685668945e+00
   70.250   72.500 4.8953247070e+00
   70.000   71.500 5.0330200195e+00
   70.000   71.750 5.0418090820e+00
   70.000   72.000 5.0525512695e+00
   70.000   72.250 4.9910278320e+00
   70.000   72.500 4.9480590820e+00
Latitude Longitude Value
   71.000   71.500 5.3241424561e+00
   71.000   71.750 5.2860565186e+00
   71.000   72.000 5.2938690186e+00
   71.000   72.250 5.5731658936e+00
   71.000   72.500 5.8817596436e+00
   70.750   71.500 5.4960174561e+00
   70.750   71.750 5.3973846436e+00
   70.750   72.000 5.2987518311e+00
   70.750   72.250 5.5546112061e+00
   70.750   72.500 5.8104705811e+00
   70.500   71.500 5.5546112061e+00
   70.500   71.750 5.4217987061e+00
   70.500   72.000 5.3221893311e+00
   70.500   72.250 5.5809783936e+00
   70.500   72.500 5.8417205811e+00
   70.250   71.500 5.6542205811e+00
   70.250   71.750 5.4706268311e+00
   70.250   72.000 5.2577362061e+00
   70.250   72.250 5.5741424561e+00
   70.250   72.500 5.8690643311e+00
   70.000   71.500 5.6151580811e+00
   70.000   71.750 5.4217987061e+00
   70.000   72.000 5.2059783936e+00
   70.000   72.250 5.5262908936e+00
   70.000   72.500 5.8544158936e+00
Latitude Longitude Value
   71.000   71.500 7.1690063477e+00
   71.000   71.750 7.0108032227e+00
   71.000   72.000 6.8711547852e+00
   71.000   72.250 6.7568969727e+00
   71.000   72.500 6.6211547852e+00
   70.750   71.500 6.9004516602e+00
   70.750   71.750 6.7471313477e+00
   70.750   72.000 6.5938110352e+00
   70.750   72.250 6.4180297852e+00
   70.750   72.500 6.2412719727e+00
   70.500   71.500 6.6436157227e+00
   70.500   71.750 6.4248657227e+00
   70.500   72.000 6.2695922852e+00
   70.500   72.250 6.0908813477e+00
   70.500   72.500 5.9785766602e+00
   70.250   71.500 6.2871704102e+00
   70.250   71.750 6.0918579102e+00
   70.250   72.000 5.9229125977e+00
   70.250   72.250 5.8809204102e+00
   70.250   72.500 5.8154907227e+00
   70.000   71.500 5.8418579102e+00
   70.000   71.750 5.6758422852e+00
   70.000   72.000 5.5039672852e+00
   70.000   72.250 5.4619750977e+00
   70.000   72.500 5.4277954102e+00
Latitude Longitude Value
   71.000   71.500 1.4396514893e+00
   71.000   71.750 1.3595733643e+00
   71.000   72.000 1.2882843018e+00
   71.000   72.250 1.3390655518e+00
   71.000   72.500 1.4220733643e+00
   70.750   71.500 1.1701202393e+00
   70.750   71.750 1.1242218018e+00
   70.750   72.000 1.0783233643e+00
   70.750   72.250 1.2160186768e+00
   70.750   72.500 1.3537139893e+00
   70.500   71.500 9.0840148926e-01
   70.500   71.750 8.8301086426e-01
   70.500   72.000 8.3613586426e-01
   70.500   72.250 9.7578430176e-01
   70.500   72.500 1.0578155518e+00
   70.250   71.500 5.3535461426e-01
   70.250   71.750 4.6699523926e-01
   70.250   72.000 3.6640930176e-01
   70.250   72.250 3.1269836426e-01
   70.250   72.500 3.1172180176e-01
   70.000   71.500 -1.9706726074e-01
   70.000   71.750 -3.0253601074e-01
   70.000   72.000 -4.0312194824e-01
   70.000   72.250 -4.5780944824e-01
   70.000   72.500 -5.4081726074e-01
Latitude Longitude Value
   71.000   71.500 7.2643127441e+00
   71.000   71.750 7.2584533691e+00
   71.000   72.000 7.2086486816e+00
   71.000   72.250 6.9488830566e+00
   71.000   72.500 6.6813049316e+00
   70.750   71.500 7.0660705566e+00
   70.750   71.750 7.2213439941e+00
   70.750   72.000 7.3756408691e+00
   70.750   72.250 7.0670471191e+00
   70.750   72.500 6.7584533691e+00
   70.500   71.500 6.6158752441e+00
   70.500   71.750 6.8854064941e+00
   70.500   72.000 7.0426330566e+00
   70.500   72.250 6.7291564941e+00
   70.500   72.500 6.5123596191e+00
   70.250   71.500 5.5289611816e+00
   70.250   71.750 5.7555236816e+00
   70.250   72.000 5.9410705566e+00
   70.250   72.250 6.0309143066e+00
   70.250   72.500 6.0025939941e+00
   70.000   71.500 4.4615783691e+00
   70.000   71.750 4.6197814941e+00
   70.000   72.000 4.8063049316e+00
   70.000   72.250 4.8981018066e+00
   70.000   72.500 4.9859924316e+00
Latitude Longitude Value
   71.000   71.500 5.6874237061e+00
   71.000   71.750 5.6190643311e+00
   71.000   72.000 5.5936737061e+00
   71.000   72.250 5.8417205811e+00
   71.000   72.500 6.1229705811e+00
   70.750   71.500 5.8592987061e+00
   70.750   71.750 5.8505096436e+00
   70.750   72.000 5.8407440186e+00
   70.750   72.250 6.0731658936e+00
   70.750   72.500 6.3046112061e+00
   70.500   71.500 6.0555877686e+00
   70.500   71.750 6.0311737061e+00
   70.500   72.000 6.0223846436e+00
   70.500   72.250 6.2567596436e+00
   70.500   72.500 6.5243377686e+00
   70.250   71.500 6.1151580811e+00
   70.250   71.750 6.0507049561e+00
   70.250   72.000 5.9598846436e+00
   70.250   72.250 6.3661346436e+00
   70.250   72.500 6.7206268311e+00
   70.000   71.500 5.9745330811e+00
   70.000   71.750 5.9051971436e+00
   70.000   72.000 5.8134002686e+00
   70.000   72.250 6.2245330811e+00
   70.000   72.500 6.6376190186e+00
Latitude Longitude Value
   71.000   71.500 7.5050659180e+00
   71.000   71.750 7.4474487305e+00
   71.000   72.000 7.4474487305e+00
   71.000   72.250 7.7345581055e+00
   71.000   72.500 8.0343627930e+00
   70.750   71.500 7.4161987305e+00
   70.750   71.750 7.4640502930e+00
   70.750   72.000 7.5119018555e+00
   70.750   72.250 7.8634643555e+00
   70.750   72.500 8.2160034180e+00
   70.500   71.500 7.6154174805e+00
   70.500   71.750 7.6896362305e+00
   70.500   72.000 7.7374877930e+00
   70.500   72.250 8.0949096680e+00
   70.500   72.500 8.4581909180e+00
   70.250   71.500 7.9367065430e+00
   70.250   71.750 7.9279174805e+00
   70.250   72.000 7.8585815430e+00
   70.250   72.250 8.2677612305e+00
   70.250   72.500 8.6603393555e+00
   70.000   71.500 7.8068237305e+00
   70.000   71.750 7.7169799805e+00
   70.000   72.000 7.6476440430e+00
   70.000   72.250 8.0607299805e+00
   70.000   72.500 8.4777221680e+00
Latitude Longitude Value
   71.000   71.500 8.2673645020e-01
   71.000   71.750 8.7654113770e-01
   71.000   72.000 9.2439270020e-01
   71.000   72.250 9.7810363770e-01
   71.000   72.500 1.0376739502e+00
   70.750   71.500 1.1480255127e+00
   70.750   71.750 1.1070098877e+00
   70.750   72.000 1.0659942627e+00
   70.750   72.250 1.0699005127e+00
   70.750   72.500 1.0728302002e+00
   70.500   71.500 1.1919708252e+00
   70.500   71.750 1.1646270752e+00
   70.500   72.000 1.1226348877e+00
   70.500   72.250 1.1265411377e+00
   70.500   72.500 1.0894317627e+00
   70.250   71.500 1.1763458252e+00
   70.250   71.750 1.0933380127e+00
   70.250   72.000 9.7126770020e-01
   70.250   72.250 8.1697082520e-01
   70.250   72.500 7.0759582520e-01
   70.000   71.500 9.4001770020e-01
   70.000   71.750 8.1111145020e-01
   70.000   72.000 6.8806457520e-01
   70.000   72.250 5.3181457520e-01
   70.000   72.500 3.5896301270e-01
Latitude Longitude Value
   71.000   71.500 4.7235260010e+00
   71.000   71.750 4.7879791260e+00
   71.000   72.000 4.9159088135e+00
   71.000   72.250 5.3875885010e+00
   71.000   72.500 5.8856353760e+00
   70.750   71.500 4.5370025635e+00
   70.750   71.750 4.5741119385e+00
   70.750   72.000 4.6112213135e+00
   70.750   72.250 5.0379791260e+00
   70.750   72.500 5.4637603760e+00
   70.500   71.500 4.6912994385e+00
   70.500   71.750 4.6024322510e+00
   70.500   72.000 4.6395416260e+00
   70.500   72.250 5.0711822510e+00
   70.500   72.500 5.4510650635e+00
   70.250   71.500 5.2176666260e+00
   70.250   71.750 4.9618072510e+00
   70.250   72.000 4.6063385010e+00
   70.250   72.250 4.9793853760e+00
   70.250   72.500 5.3534088135e+00
   70.000   71.500 5.3973541260e+00
   70.000   71.750 5.0340728760e+00
   70.000   72.000 4.6746978760e+00
   70.000   72.250 5.0526275635e+00
   70.000   72.500 5.3993072510e+00
Latitude Longitude Value
   71.000   71.500 2.8858795166e+00
   71.000   71.750 3.0089263916e+00
   71.000   72.000 3.0870513916e+00
   71.000   72.250 2.9483795166e+00
   71.000   72.500 2.8048248291e+00
   70.750   71.500 2.6554107666e+00
   70.750   71.750 2.8702545166e+00
   70.750   72.000 3.0860748291e+00
   70.750   72.250 2.9278717041e+00
   70.750   72.500 2.7696685791e+00
   70.500   71.500 2.1798248291e+00
   70.500   71.750 2.4854888916e+00
   70.500   72.000 2.7042388916e+00
   70.500   72.250 2.5440826416e+00
   70.500   72.500 2.4132232666e+00
   70.250   71.500 1.3839263916e+00
   70.250   71.750 1.8653717041e+00
   70.250   72.000 2.4522857666e+00
   70.250   72.250 2.4054107666e+00
   70.250   72.500 2.3263092041e+00
   70.000   71.500 1.1593170166e+00
   70.000   71.750 1.7813873291e+00
   70.000   72.000 2.3761138916e+00
   70.000   72.250 2.3282623291e+00
   70.000   72.500 2.3009185791e+00
Latitude Longitude Value
   71.000   71.500 -7.8141784668e-01
   71.000   71.750 -1.2032928467e+00
   71.000   72.000 -1.6417694092e+00
   71.000   72.250 -2.2374725342e+00
   71.000   72.500 -2.8644256592e+00
   70.750   71.500 -3.3512878418e-01
   70.750   71.750 -7.1696472168e-01
   70.750   72.000 -1.0997772217e+00
   70.750   72.250 -1.7550506592e+00
   70.750   72.500 -2.4113006592e+00
   70.500   71.500 -3.3370971680e-02
   70.500   71.750 -3.6540222168e-01
   70.500   72.000 -7.5212097168e-01
   70.500   72.250 -1.4161834717e+00
   70.500   72.500 -1.9239959717e+00
   70.250   71.500 9.5535278320e-02
   70.250   71.750 -1.3981628418e-01
   70.250   72.000 -3.1169128418e-01
   70.250   72.250 -6.4665222168e-01
   70.250   72.500 -1.0441131592e+00
   70.000   71.500 7.2248840332e-01
   70.000   71.750 5.9553527832e-01
   70.000   72.000 4.2073059082e-01
   70.000   72.250 8.2839965820e-02
   70.000   72.500 -2.3844909668e-01
Latitude Longitude Value
   71.000   71.500 -1.0434600830e+01
   71.000   71.750 -1.0655303955e+01
   71.000   72.000 -1.0931671143e+01
   71.000   72.250 -1.1613311768e+01
   71.000   72.500 -1.2356475830e+01
   70.750   71.500 -1.0585968018e+01
   70.750   71.750 -1.0836944580e+01
   70.750   72.000 -1.1086944580e+01
   70.750   72.250 -1.1867218018e+01
   70.750   72.500 -1.2647491455e+01
   70.500   71.500 -1.1063507080e+01
   70.500   71.750 -1.1297882080e+01
   70.500   72.000 -1.1550811768e+01
   70.500   72.250 -1.2340850830e+01
   70.500   72.500 -1.3143585205e+01
   70.250   71.500 -1.1728546143e+01
   70.250   71.750 -1.1859405518e+01
   70.250   72.000 -1.1918975830e+01
   70.250   72.250 -1.2913116455e+01
   70.250   72.500 -1.3834014893e+01
   70.000   71.500 -1.1986358643e+01
   70.000   71.750 -1.2069366455e+01
   70.000   72.000 -1.2129913330e+01
   70.000   72.250 -1.3135772705e+01
   70.000   72.500 -1.4152374268e+01
Latitude Longitude Value
   71.000   71.500 1.8739166260e+00
   71.000   71.750 1.9530181885e+00
   71.000   72.000 2.0379791260e+00
   71.000   72.250 2.1541900635e+00
   71.000   72.500 2.2743072510e+00
   70.750   71.500 2.6834869385e+00
   70.750   71.750 2.7860260010e+00
   70.750   72.000 2.8875885010e+00
   70.750   72.250 2.7957916260e+00
   70.750   72.500 2.7030181885e+00
   70.500   71.500 3.2645416260e+00
   70.500   71.750 3.3719635010e+00
   70.500   72.000 3.4764556885e+00
   70.500   72.250 3.3817291260e+00
   70.500   72.500 3.1932525635e+00
   70.250   71.500 3.7518463135e+00
   70.250   71.750 3.8368072510e+00
   70.250   72.000 3.9051666260e+00
   70.250   72.250 3.7362213135e+00
   70.250   72.500 3.5516510010e+00
   70.000   71.500 4.1668853760e+00
   70.000   71.750 4.2694244385e+00
   70.000   72.000 4.3387603760e+00
   70.000   72.250 4.1678619385e+00
   70.000   72.500 4.0135650635e+00
Latitude Longitude Value
   71.000   71.500 -1.0739257812e+01
   71.000   71.750 -1.1113281250e+01
   71.000   72.000 -1.1500976562e+01
   71.000   72.250 -1.2103515625e+01
   71.000   72.500 -1.2765625000e+01
   70.750   71.500 -1.0328125000e+01
   70.750   71.750 -1.0721679688e+01
   70.750   72.000 -1.1115234375e+01
   70.750   72.250 -1.2432617188e+01
   70.750   72.500 -1.3750976562e+01
   70.500   71.500 -1.0184570312e+01
   70.500   71.750 -1.0561523438e+01
   70.500   72.000 -1.0959960938e+01
   70.500   72.250 -1.2293945312e+01
   70.500   72.500 -1.3782226562e+01
   70.250   71.500 -1.0381835938e+01
   70.250   71.750 -1.0620117188e+01
   70.250   72.000 -1.0762695312e+01
   70.250   72.250 -1.2431640625e+01
   70.250   72.500 -1.4044921875e+01
   70.000   71.500 -1.0260742188e+01
   70.000   71.750 -1.0391601562e+01
   70.000   72.000 -1.0536132812e+01
   70.000   72.250 -1.2224609375e+01
   70.000   72.500 -1.3902343750e+01
Latitude Longitude Value
   71.000   71.500 4.1809082031e-01
   71.000   71.750 6.2316894531e-01
   71.000   72.000 8.4582519531e-01
   71.000   72.250 1.1514892578e+00
   71.000   72.500 1.4620361328e+00
   70.750   71.500 3.4094238281e-01
   70.750   71.750 4.5715332031e-01
   70.750   72.000 5.7434082031e-01
   70.750   72.250 5.9973144531e-01
   70.750   72.500 6.2512207031e-01
   70.500   71.500 3.1164550781e-01
   70.500   71.750 4.6008300781e-01
   70.500   72.000 5.7824707031e-01
   70.500   72.250 6.0363769531e-01
   70.500   72.500 4.1711425781e-01
   70.250   71.500 3.8488769531e-01
   70.250   71.750 5.5773925781e-01
   70.250   72.000 7.4328613281e-01
   70.250   72.250 4.2785644531e-01
   70.250   72.500 1.4855957031e-01
   70.000   71.500 6.2023925781e-01
   70.000   71.750 8.2531738281e-01
   70.000   72.000 1.0128173828e+00
   70.000   72.250 6.9348144531e-01
   70.000   72.500 3.5266113281e-01
Latitude Longitude Value
   71.000   71.500 -3.7953643799e+00
   71.000   71.750 -4.2211456299e+00
   71.000   72.000 -4.6137237549e+00
   71.000   72.250 -4.9711456299e+00
   71.000   72.500 -5.3695831299e+00
   70.750   71.500 -3.8861846924e+00
   70.750   71.750 -4.3188018799e+00
   70.750   72.000 -4.7514190674e+00
   70.750   72.250 -5.4711456299e+00
   70.750   72.500 -6.1918487549e+00
   70.500   71.500 -3.9799346924e+00
   70.500   71.750 -4.3891143799e+00
   70.500   72.000 -4.8266143799e+00
   70.500   72.250 -5.5561065674e+00
   70.500   72.500 -6.2572784424e+00
   70.250   71.500 -4.0844268799e+00
   70.250   71.750 -4.4545440674e+00
   70.250   72.000 -4.7992706299e+00
   70.250   72.250 -5.4926300049e+00
   70.250   72.500 -6.1908721924e+00
   70.000   71.500 -4.0590362549e+00
   70.000   71.750 -4.3988800049e+00
   70.000   72.000 -4.7475128174e+00
   70.000   72.250 -5.4486846924e+00
   70.000   72.500 -6.1625518799e+00
Latitude Longitude Value
   71.000   71.500 -4.4300994873e+00
   71.000   71.750 -4.3392791748e+00
   71.000   72.000 -4.2006072998e+00
   71.000   72.250 -3.9379119873e+00
   71.000   72.500 -3.7054901123e+00
   70.750   71.500 -4.2953338623e+00
   70.750   71.750 -4.3929901123e+00
   70.750   72.000 -4.4906463623e+00
