Latitude Longitude Value
   70.000   72.250 -2.1284790039e+00
   70.000   72.500 -2.0112915039e+00
Latitude Longitude Value
   71.000   71.500 2.6627655029e+00
   71.000   71.750 2.7399139404e+00
   71.000   72.000 2.8346405029e+00
   71.000   72.250 2.9840545654e+00
   71.000   72.500 3.1237030029e+00
   70.750   71.500 2.8805389404e+00
   70.750   71.750 2.8629608154e+00
   70.750   72.000 2.8444061279e+00
   70.750   72.250 3.0309295654e+00
   70.750   72.500 3.2184295654e+00
   70.500   71.500 3.1129608154e+00
   70.500   71.750 3.0846405029e+00
   70.500   72.000 3.0660858154e+00
   70.500   72.250 3.2555389404e+00
   70.500   72.500 3.4938201904e+00
   70.250   71.500 3.7057342529e+00
   70.250   71.750 3.6822967529e+00
   70.250   72.000 3.6627655029e+00
   70.250   72.250 3.7867889404e+00
   70.250   72.500 3.9615936279e+00
   70.000   71.500 4.4528045654e+00
   70.000   71.750 4.4205780029e+00
   70.000   72.000 4.4010467529e+00
   70.000   72.250 4.5270233154e+00
   70.000   72.500 4.6529998779e+00
Latitude Longitude Value
   71.000   71.500 7.7413787842e+00
   71.000   71.750 7.7609100342e+00
   71.000   72.000 7.7833709717e+00
   71.000   72.250 7.8126678467e+00
   71.000   72.500 7.8419647217e+00
   70.750   71.500 7.6290740967e+00
   70.750   71.750 7.6124725342e+00
   70.750   72.000 7.5968475342e+00
   70.750   72.250 7.6202850342e+00
   70.750   72.500 7.6446990967e+00
   70.500   71.500 7.3810272217e+00
   70.500   71.750 7.3448944092e+00
   70.500   72.000 7.3292694092e+00
   70.500   72.250 7.3536834717e+00
   70.500   72.500 7.3654022217e+00
   70.250   71.500 7.0900115967e+00
   70.250   71.750 7.0831756592e+00
   70.250   72.000 7.0997772217e+00
   70.250   72.250 7.0665740967e+00
   70.250   72.500 7.0509490967e+00
   70.000   71.500 6.8790740967e+00
   70.000   71.750 6.8927459717e+00
   70.000   72.000 6.9093475342e+00
   70.000   72.250 6.8761444092e+00
   70.000   72.500 6.8361053467e+00
Latitude Longitude Value
   71.000   71.500 2.0775451660e+00
   71.000   71.750 2.0492248535e+00
   71.000   72.000 2.0248107910e+00
   71.000   72.250 2.0658264160e+00
   71.000   72.500 2.1234436035e+00
   70.750   71.500 2.0072326660e+00
   70.750   71.750 1.9828186035e+00
   70.750   72.000 1.9593811035e+00
   70.750   72.250 2.0511779785e+00
   70.750   72.500 2.1439514160e+00
   70.500   71.500 1.9076232910e+00
   70.500   71.750 1.8959045410e+00
   70.500   72.000 1.8714904785e+00
   70.500   72.250 1.9652404785e+00
   70.500   72.500 2.0472717285e+00
   70.250   71.500 1.7894592285e+00
   70.250   71.750 1.7679748535e+00
   70.250   72.000 1.7386779785e+00
   70.250   72.250 1.8011779785e+00
   70.250   72.500 1.8705139160e+00
   70.000   71.500 1.6439514160e+00
   70.000   71.750 1.6185607910e+00
   70.000   72.000 1.5892639160e+00
   70.000   72.250 1.6517639160e+00
   70.000   72.500 1.7298889160e+00
Latitude Longitude Value
   71.000   71.500 3.4613037109e-01
   71.000   71.750 4.1546630859e-01
   71.000   72.000 4.7113037109e-01
   71.000   72.250 4.3499755859e-01
   71.000   72.500 3.9007568359e-01
   70.750   71.500 -8.1109619141e-01
   70.750   71.750 -8.8433837891e-01
   70.750   72.000 -9.5465087891e-01
   70.750   72.250 -8.7847900391e-01
   70.750   72.500 -7.9937744141e-01
   70.500   71.500 -1.8657836914e+00
   70.500   71.750 -2.0278930664e+00
   70.500   72.000 -2.1001586914e+00
   70.500   72.250 -2.0220336914e+00
   70.500   72.500 -1.9624633789e+00
   70.250   71.500 -2.7085571289e+00
   70.250   71.750 -2.8208618164e+00
   70.250   72.000 -2.8862915039e+00
   70.250   72.250 -2.8169555664e+00
   70.250   72.500 -2.7525024414e+00
   70.000   71.500 -3.4234008789e+00
   70.000   71.750 -3.4771118164e+00
   70.000   72.000 -3.5435180664e+00
   70.000   72.250 -3.4741821289e+00
   70.000   72.500 -3.3892211914e+00
Latitude Longitude Value
   71.000   71.500 -2.5447235107e+00
   71.000   71.750 -2.6814422607e+00
   71.000   72.000 -2.7976531982e+00
   71.000   72.250 -2.8503875732e+00
   71.000   72.500 -2.9109344482e+00
   70.750   71.500 -2.3728485107e+00
   70.750   71.750 -2.6257781982e+00
   70.750   72.000 -2.8787078857e+00
   70.750   72.250 -3.0398406982e+00
   70.750   72.500 -3.2019500732e+00
   70.500   71.500 -2.1902313232e+00
   70.500   71.750 -2.3835906982e+00
   70.500   72.000 -2.6394500732e+00
   70.500   72.250 -2.8025360107e+00
   70.500   72.500 -3.0554656982e+00
   70.250   71.500 -2.1277313232e+00
   70.250   71.750 -2.2859344482e+00
   70.250   72.000 -2.4265594482e+00
   70.250   72.250 -2.7087860107e+00
   70.250   72.500 -2.9871063232e+00
   70.000   71.500 -2.0671844482e+00
   70.000   71.750 -2.2214813232e+00
   70.000   72.000 -2.3640594482e+00
   70.000   72.250 -2.6492156982e+00
   70.000   72.500 -2.9519500732e+00
Latitude Longitude Value
   71.000   71.500 -4.2303771973e+00
   71.000   71.750 -4.1786193848e+00
   71.000   72.000 -4.1434631348e+00
   71.000   72.250 -4.1747131348e+00
   71.000   72.500 -4.2020568848e+00
   70.750   71.500 -4.3612365723e+00
   70.750   71.750 -4.3338928223e+00
   70.750   72.000 -4.3055725098e+00
   70.750   72.250 -4.3299865723e+00
   70.750   72.500 -4.3534240723e+00
   70.500   71.500 -4.5848693848e+00
   70.500   71.750 -4.5858459473e+00
   70.500   72.000 -4.5575256348e+00
   70.500   72.250 -4.5819396973e+00
   70.500   72.500 -4.6288146973e+00
   70.250   71.500 -4.9725646973e+00
   70.250   71.750 -4.9422912598e+00
   70.250   72.000 -4.8876037598e+00
   70.250   72.250 -4.9354553223e+00
   70.250   72.500 -4.9852600098e+00
   70.000   71.500 -5.5477600098e+00
   70.000   71.750 -5.5096740723e+00
   70.000   72.000 -5.4530334473e+00
   70.000   72.250 -5.5028381348e+00
   70.000   72.500 -5.5545959473e+00
Latitude Longitude Value
   71.000   71.500 -3.3322906494e+00
   71.000   71.750 -3.2990875244e+00
   71.000   72.000 -3.2678375244e+00
   71.000   72.250 -3.2268218994e+00
   71.000   72.500 -3.1789703369e+00
   70.750   71.500 -3.3635406494e+00
   70.750   71.750 -3.3606109619e+00
   70.750   72.000 -3.3576812744e+00
   70.750   72.250 -3.3313140869e+00
   70.750   72.500 -3.3039703369e+00
   70.500   71.500 -3.3830718994e+00
   70.500   71.750 -3.3352203369e+00
   70.500   72.000 -3.3332672119e+00
   70.500   72.250 -3.3049468994e+00
   70.500   72.500 -3.2600250244e+00
   70.250   71.500 -3.4465484619e+00
   70.250   71.750 -3.3820953369e+00
   70.250   72.000 -3.3108062744e+00
   70.250   72.250 -3.2395172119e+00
   70.250   72.500 -3.1770172119e+00
   70.000   71.500 -3.3586578369e+00
   70.000   71.750 -3.2697906494e+00
   70.000   72.000 -3.1985015869e+00
   70.000   72.250 -3.1262359619e+00
   70.000   72.500 -3.0500640869e+00
Latitude Longitude Value
   71.000   71.500 -4.4045562744e+00
   71.000   71.750 -4.5285797119e+00
   71.000   72.000 -4.6613922119e+00
   71.000   72.250 -4.7072906494e+00
   71.000   72.500 -4.7053375244e+00
   70.750   71.500 -4.6809234619e+00
   70.750   71.750 -4.7326812744e+00
   70.750   72.000 -4.7844390869e+00
   70.750   72.250 -4.7463531494e+00
   70.750   72.500 -4.7072906494e+00
   70.500   71.500 -4.5822906494e+00
   70.500   71.750 -4.5959625244e+00
   70.500   72.000 -4.6486968994e+00
   70.500   72.250 -4.6086578369e+00
   70.500   72.500 -4.6760406494e+00
   70.250   71.500 -4.5481109619e+00
   70.250   71.750 -4.5227203369e+00
   70.250   72.000 -4.4768218994e+00
   70.250   72.250 -4.6545562744e+00
   70.250   72.500 -4.7951812744e+00
   70.000   71.500 -4.4602203369e+00
   70.000   71.750 -4.4377593994e+00
   70.000   72.000 -4.3908843994e+00
   70.000   72.250 -4.5705718994e+00
   70.000   72.500 -4.7795562744e+00
Latitude Longitude Value
   71.000   71.500 -4.4543457031e+00
   71.000   71.750 -4.5119628906e+00
   71.000   72.000 -4.5793457031e+00
   71.000   72.250 -4.6721191406e+00
   71.000   72.500 -4.7551269531e+00
   70.750   71.500 -5.1252441406e+00
   70.750   71.750 -5.2043457031e+00
   70.750   72.000 -5.2814941406e+00
   70.750   72.250 -5.4191894531e+00
   70.750   72.500 -5.5559082031e+00
   70.500   71.500 -5.9094238281e+00
   70.500   71.750 -5.9650878906e+00
   70.500   72.000 -6.0432128906e+00
   70.500   72.250 -6.1828613281e+00
   70.500   72.500 -6.2443847656e+00
   70.250   71.500 -6.6428222656e+00
   70.250   71.750 -6.7023925781e+00
   70.250   72.000 -6.7668457031e+00
   70.250   72.250 -6.7424316406e+00
   70.250   72.500 -6.7463378906e+00
   70.000   71.500 -7.1984863281e+00
   70.000   71.750 -7.2521972656e+00
   70.000   72.000 -7.3176269531e+00
   70.000   72.250 -7.2922363281e+00
   70.000   72.500 -7.2639160156e+00
Latitude Longitude Value
   71.000   71.500 8.3747863770e+00
   71.000   71.750 8.2634582520e+00
   71.000   72.000 8.1550598145e+00
   71.000   72.250 8.0720520020e+00
   71.000   72.500 7.9949035645e+00
   70.750   71.500 8.7761535645e+00
   70.750   71.750 8.7380676270e+00
   70.750   72.000 8.6980285645e+00
   70.750   72.250 8.6980285645e+00
   70.750   72.500 8.6970520020e+00
   70.500   71.500 9.2615051270e+00
   70.500   71.750 9.2595520020e+00
   70.500   72.000 9.2195129395e+00
   70.500   72.250 9.2195129395e+00
   70.500   72.500 9.2312316895e+00
   70.250   71.500 9.6130676270e+00
   70.250   71.750 9.6335754395e+00
   70.250   72.000 9.6638488770e+00
   70.250   72.250 9.7341613770e+00
   70.250   72.500 9.7810363770e+00
   70.000   71.500 9.9284973145e+00
   70.000   71.750 9.9450988770e+00
   70.000   72.000 9.9763488770e+00
   70.000   72.250 1.0047637939e+01
   70.000   72.500 1.0126739502e+01
Latitude Longitude Value
   71.000   71.500 -6.9949951172e+00
   71.000   71.750 -6.8670654297e+00
   71.000   72.000 -6.7000732422e+00
   71.000   72.250 -6.2342529297e+00
   71.000   72.500 -5.7186279297e+00
   70.750   71.500 -6.6541748047e+00
   70.750   71.750 -6.6531982422e+00
   70.750   72.000 -6.6531982422e+00
   70.750   72.250 -6.4393310547e+00
   70.750   72.500 -6.2254638672e+00
   70.500   71.500 -6.6112060547e+00
   70.500   71.750 -6.6405029297e+00
   70.500   72.000 -6.6395263672e+00
   70.500   72.250 -6.4237060547e+00
   70.500   72.500 -6.2733154297e+00
   70.250   71.500 -6.6346435547e+00
   70.250   71.750 -6.6375732422e+00
   70.250   72.000 -6.6190185547e+00
   70.250   72.250 -6.5281982422e+00
   70.250   72.500 -6.4168701172e+00
   70.000   71.500 -6.5545654297e+00
   70.000   71.750 -6.5643310547e+00
   70.000   72.000 -6.5447998047e+00
   70.000   72.250 -6.4530029297e+00
   70.000   72.500 -6.3778076172e+00
Latitude Longitude Value
   71.000   71.500 4.5910644531e+00
   71.000   71.750 4.7180175781e+00
   71.000   72.000 4.8410644531e+00
   71.000   72.250 4.9211425781e+00
   71.000   72.500 4.9895019531e+00
   70.750   71.500 5.3146972656e+00
   70.750   71.750 5.3332519531e+00
   70.750   72.000 5.3508300781e+00
   70.750   72.250 5.3996582031e+00
   70.750   72.500 5.4475097656e+00
   70.500   71.500 6.1867675781e+00
   70.500   71.750 6.0871582031e+00
   70.500   72.000 6.1047363281e+00
   70.500   72.250 6.1545410156e+00
   70.500   72.500 6.1057128906e+00
   70.250   71.500 7.2404785156e+00
   70.250   71.750 7.1633300781e+00
   70.250   72.000 7.1154785156e+00
   70.250   72.250 6.9279785156e+00
   70.250   72.500 6.7883300781e+00
   70.000   71.500 8.2365722656e+00
   70.000   71.750 8.1623535156e+00
   70.000   72.000 8.1135253906e+00
   70.000   72.250 7.9230957031e+00
   70.000   72.500 7.7160644531e+00
Latitude Longitude Value
   71.000   71.500 4.9123992920e+00
   71.000   71.750 4.7922821045e+00
   71.000   72.000 4.6907196045e+00
   71.000   72.250 4.6379852295e+00
   71.000   72.500 4.5706024170e+00
   70.750   71.500 5.4446258545e+00
   70.750   71.750 5.2180633545e+00
   70.750   72.000 4.9905242920e+00
   70.750   72.250 4.8684539795e+00
   70.750   72.500 4.7463836670e+00
   70.500   71.500 5.6956024170e+00
   70.500   71.750 5.4368133545e+00
   70.500   72.000 5.2073211670e+00
   70.500   72.250 5.0832977295e+00
   70.500   72.500 4.9709930420e+00
   70.250   71.500 5.8713836670e+00
   70.250   71.750 5.5959930420e+00
   70.250   72.000 5.3127899170e+00
   70.250   72.250 5.1829071045e+00
   70.250   72.500 5.0608367920e+00
   70.000   71.500 5.8547821045e+00
   70.000   71.750 5.5764617920e+00
   70.000   72.000 5.2903289795e+00
   70.000   72.250 5.1584930420e+00
   70.000   72.500 5.0354461670e+00
Latitude Longitude Value
   71.000   71.500 6.4540100098e-01
   71.000   71.750 6.6493225098e-01
   71.000   72.000 6.7372131348e-01
   71.000   72.250 6.7274475098e-01
   71.000   72.500 6.8836975098e-01
   70.750   71.500 -3.5362243652e-01
   70.750   71.750 -3.0577087402e-01
   70.750   72.000 -2.5694274902e-01
   70.750   72.250 -1.6612243652e-01
   70.750   72.500 -7.3348999023e-02
   70.500   71.500 -1.3594818115e+00
   70.500   71.750 -1.3018646240e+00
   70.500   72.000 -1.2520599365e+00
   70.500   72.250 -1.1592864990e+00
   70.500   72.500 -1.0587005615e+00
   70.250   71.500 -2.4913177490e+00
   70.250   71.750 -2.3956146240e+00
   70.250   72.000 -2.2754974365e+00
   70.250   72.250 -2.1807708740e+00
   70.250   72.500 -2.0811614990e+00
   70.000   71.500 -3.5479583740e+00
   70.000   71.750 -3.4229583740e+00
   70.000   72.000 -3.2999114990e+00
   70.000   72.250 -3.2042083740e+00
   70.000   72.500 -3.1163177490e+00
Latitude Longitude Value
   71.000   71.500 4.9232482910e+00
   71.000   71.750 4.9798889160e+00
   71.000   72.000 5.0355529785e+00
   71.000   72.250 5.1195373535e+00
   71.000   72.500 5.2152404785e+00
   70.750   71.500 4.6644592285e+00
   70.750   71.750 4.7601623535e+00
   70.750   72.000 4.8568420410e+00
   70.750   72.250 5.0091857910e+00
   70.750   72.500 5.1625061035e+00
   70.500   71.500 4.4173889160e+00
   70.500   71.750 4.5355529785e+00
   70.500   72.000 4.6322326660e+00
   70.500   72.250 4.7875061035e+00
   70.500   72.500 4.9798889160e+00
   70.250   71.500 4.1752014160e+00
   70.250   71.750 4.3128967285e+00
   70.250   72.000 4.4613342285e+00
   70.250   72.250 4.7181701660e+00
   70.250   72.500 4.9515686035e+00
   70.000   71.500 3.9388732910e+00
   70.000   71.750 4.0736389160e+00
   70.000   72.000 4.2240295410e+00
   70.000   72.250 4.4828186035e+00
   70.000   72.500 4.7464904785e+00
Latitude Longitude Value
   71.000   71.500 6.0079498291e+00
   71.000   71.750 6.0880279541e+00
   71.000   72.000 6.1632232666e+00
   71.000   72.250 6.2354888916e+00
   71.000   72.500 6.3136138916e+00
   70.750   71.500 6.0186920166e+00
   70.750   71.750 6.1495513916e+00
   70.750   72.000 6.2794342041e+00
   70.750   72.250 6.4981842041e+00
   70.750   72.500 6.7169342041e+00
   70.500   71.500 6.3585357666e+00
   70.500   71.750 6.5470123291e+00
   70.500   72.000 6.6788482666e+00
   70.500   72.250 6.9005279541e+00
   70.500   72.500 7.1466217041e+00
   70.250   71.500 6.5343170166e+00
   70.250   71.750 6.8018951416e+00
   70.250   72.000 7.1143951416e+00
   70.250   72.250 7.2891998291e+00
   70.250   72.500 7.4942779541e+00
   70.000   71.500 6.6036529541e+00
   70.000   71.750 6.9229888916e+00
   70.000   72.000 7.2393951416e+00
   70.000   72.250 7.4151763916e+00
   70.000   72.500 7.5645904541e+00
Latitude Longitude Value
   71.000   71.500 3.8666381836e+00
   71.000   71.750 3.7269897461e+00
   71.000   72.000 3.5834350586e+00
   71.000   72.250 3.4633178711e+00
   71.000   72.500 3.3598022461e+00
   70.750   71.500 3.8490600586e+00
   70.750   71.750 3.7182006836e+00
   70.750   72.000 3.5863647461e+00
   70.750   72.250 3.4740600586e+00
   70.750   72.500 3.3607788086e+00
   70.500   71.500 3.9330444336e+00
   70.500   71.750 3.7699584961e+00
   70.500   72.000 3.6371459961e+00
   70.500   72.250 3.5228881836e+00
   70.500   72.500 3.3656616211e+00
   70.250   71.500 4.0189819336e+00
   70.250   71.750 3.8432006836e+00
   70.250   72.000 3.6644897461e+00
   70.250   72.250 3.5072631836e+00
   70.250   72.500 3.3461303711e+00
   70.000   71.500 3.9252319336e+00
   70.000   71.750 3.7406616211e+00
   70.000   72.000 3.5599975586e+00
   70.000   72.250 3.4008178711e+00
   70.000   72.500 3.2484741211e+00
Latitude Longitude Value
   71.000   71.500 4.2031555176e+00
   71.000   71.750 4.1221008301e+00
   71.000   72.000 4.0566711426e+00
   71.000   72.250 4.0722961426e+00
   71.000   72.500 4.0976867676e+00
   70.750   71.500 3.6592102051e+00
   70.750   71.750 3.5517883301e+00
   70.750   72.000 3.4453430176e+00
   70.750   72.250 3.4922180176e+00
   70.750   72.500 3.5400695801e+00
   70.500   71.500 3.1787414551e+00
   70.500   71.750 3.1035461426e+00
   70.500   72.000 2.9951477051e+00
   70.500   72.250 3.0429992676e+00
   70.500   72.500 3.1123352051e+00
   70.250   71.500 2.8174133301e+00
   70.250   71.750 2.7549133301e+00
   70.250   72.000 2.6982727051e+00
   70.250   72.250 2.7412414551e+00
   70.250   72.500 2.7969055176e+00
   70.000   71.500 2.5381164551e+00
   70.000   71.750 2.4756164551e+00
   70.000   72.000 2.4179992676e+00
   70.000   72.250 2.4619445801e+00
   70.000   72.500 2.5019836426e+00
Latitude Longitude Value
   71.000   71.500 2.3103179932e+00
   71.000   71.750 2.3376617432e+00
   71.000   72.000 2.3708648682e+00
   71.000   72.250 2.3435211182e+00
   71.000   72.500 2.2839508057e+00
   70.750   71.500 2.1052398682e+00
   70.750   71.750 1.9773101807e+00
   70.750   72.000 1.8503570557e+00
   70.750   72.250 1.6511383057e+00
   70.750   72.500 1.4519195557e+00
   70.500   71.500 1.2204742432e+00
   70.500   71.750 1.0407867432e+00
   70.500   72.000 9.1285705566e-01
   70.500   72.250 7.0973205566e-01
   70.500   72.500 4.4898986816e-01
   70.250   71.500 2.4977111816e-01
   70.250   71.750 5.3482055664e-02
   70.250   72.000 -1.4573669434e-01
   70.250   72.250 -3.9768981934e-01
   70.250   72.500 -6.5745544434e-01
   70.000   71.500 -7.2679138184e-01
   70.000   71.750 -9.1917419434e-01
   70.000   72.000 -1.1203460693e+00
   70.000   72.250 -1.3752288818e+00
   70.000   72.500 -1.5930023193e+00
Latitude Longitude Value
   71.000   71.500 -1.0564422607e+00
   71.000   71.750 -1.0388641357e+00
   71.000   72.000 -1.0339813232e+00
   71.000   72.250 -1.0271453857e+00
   71.000   72.500 -9.9784851074e-01
   70.750   71.500 -1.5232391357e+00
   70.750   71.750 -1.4783172607e+00
   70.750   72.000 -1.4324188232e+00
   70.750   72.250 -1.3406219482e+00
   70.750   72.500 -1.2488250732e+00
   70.500   71.500 -1.8005828857e+00
   70.500   71.750 -1.6980438232e+00
   70.500   72.000 -1.6531219482e+00
   70.500   72.250 -1.5603485107e+00
   70.500   72.500 -1.4812469482e+00
   70.250   71.500 -2.0749969482e+00
   70.250   71.750 -1.9304656982e+00
   70.250   72.000 -1.7644500732e+00
   70.250   72.250 -1.6794891357e+00
   70.250   72.500 -1.5984344482e+00
   70.000   71.500 -2.2527313232e+00
   70.000   71.750 -2.0847625732e+00
   70.000   72.000 -1.9158172607e+00
   70.000   72.250 -1.8308563232e+00
   70.000   72.500 -1.7644500732e+00
Latitude Longitude Value
   71.000   71.500 3.1331176758e+00
   71.000   71.750 3.1389770508e+00
   71.000   72.000 3.1546020508e+00
   71.000   72.250 3.2171020508e+00
   71.000   72.500 3.2835083008e+00
   70.750   71.500 3.1526489258e+00
   70.750   71.750 3.1438598633e+00
   70.750   72.000 3.1350708008e+00
   70.750   72.250 3.1506958008e+00
   70.750   72.500 3.1672973633e+00
   70.500   71.500 3.1702270508e+00
   70.500   71.750 3.1116333008e+00
   70.500   72.000 3.1028442383e+00
   70.500   72.250 3.1184692383e+00
   70.500   72.500 3.1409301758e+00
   70.250   71.500 3.3684692383e+00
   70.250   71.750 3.2932739258e+00
   70.250   72.000 3.2131958008e+00
   70.250   72.250 3.2424926758e+00
   70.250   72.500 3.2688598633e+00
   70.000   71.500 3.5422973633e+00
   70.000   71.750 3.4524536133e+00
   70.000   72.000 3.3704223633e+00
   70.000   72.250 3.4006958008e+00
   70.000   72.500 3.4221801758e+00
Latitude Longitude Value
   71.000   71.500 -5.2448425293e+00
   71.000   71.750 -5.2653503418e+00
   71.000   72.000 -5.3063659668e+00
   71.000   72.250 -5.4538269043e+00
   71.000   72.500 -5.6061706543e+00
   70.750   71.500 -5.1344909668e+00
   70.750   71.750 -5.1872253418e+00
   70.750   72.000 -5.2399597168e+00
   70.750   72.250 -5.3434753418e+00
   70.750   72.500 -5.4469909668e+00
   70.500   71.500 -4.9577331543e+00
   70.500   71.750 -5.0114440918e+00
   70.500   72.000 -5.0651550293e+00
   70.500   72.250 -5.1696472168e+00
   70.500   72.500 -5.2868347168e+00
   70.250   71.500 -4.7604675293e+00
   70.250   71.750 -4.7995300293e+00
   70.250   72.000 -4.8278503418e+00
   70.250   72.250 -4.9772644043e+00
   70.250   72.500 -5.1149597168e+00
   70.000   71.500 -4.4870300293e+00
   70.000   71.750 -4.5124206543e+00
   70.000   72.000 -4.5417175293e+00
   70.000   72.250 -4.6930847168e+00
   70.000   72.500 -4.8532409668e+00
Latitude Longitude Value
   71.000   71.500 3.7920227051e+00
   71.000   71.750 3.9258117676e+00
   71.000   72.000 4.0849914551e+00
   71.000   72.250 4.3779602051e+00
   71.000   72.500 4.6816711426e+00
   70.750   71.500 3.8681945801e+00
   70.750   71.750 3.9560852051e+00
   70.750   72.000 4.0439758301e+00
   70.750   72.250 4.3359680176e+00
   70.750   72.500 4.6279602051e+00
   70.500   71.500 3.9111633301e+00
   70.500   71.750 4.0449523926e+00
   70.500   72.000 4.1338195801e+00
   70.500   72.250 4.4297180176e+00
   70.500   72.500 4.7441711426e+00
   70.250   71.500 3.9668273926e+00
   70.250   71.750 4.1416320801e+00
   70.250   72.000 4.3359680176e+00
   70.250   72.250 4.6846008301e+00
   70.250   72.500 5.0224914551e+00
   70.000   71.500 4.1885070801e+00
   70.000   71.750 4.3721008301e+00
   70.000   72.000 4.5693664551e+00
   70.000   72.250 4.9219055176e+00
   70.000   72.500 5.2754211426e+00
Latitude Longitude Value
   71.000   71.500 -6.1195220947e+00
   71.000   71.750 -6.3275299072e+00
   71.000   72.000 -6.5492095947e+00
   71.000   72.250 -6.8343658447e+00
   71.000   72.500 -7.1234283447e+00
   70.750   71.500 -6.1263580322e+00
   70.750   71.750 -6.3636627197e+00
   70.750   72.000 -6.5999908447e+00
   70.750   72.250 -6.8529205322e+00
   70.750   72.500 -7.1058502197e+00
   70.500   71.500 -6.0755767822e+00
   70.500   71.750 -6.2201080322e+00
   70.500   72.000 -6.4603424072e+00
   70.500   72.250 -6.7162017822e+00
   70.500   72.500 -7.0365142822e+00
   70.250   71.500 -6.0677642822e+00
   70.250   71.750 -6.1517486572e+00
   70.250   72.000 -6.2044830322e+00
   70.250   72.250 -6.6009674072e+00
   70.250   72.500 -6.9730377197e+00
   70.000   71.500 -5.8958892822e+00
   70.000   71.750 -5.9349517822e+00
   70.000   72.000 -5.9886627197e+00
   70.000   72.250 -6.3900299072e+00
   70.000   72.500 -6.7874908447e+00
Latitude Longitude Value
   71.000   71.500 3.7032928467e+00
   71.000   71.750 3.6808319092e+00
   71.000   72.000 3.6525115967e+00
   71.000   72.250 3.5861053467e+00
   71.000   72.500 3.5157928467e+00
   70.750   71.500 3.3448944092e+00
   70.750   71.750 3.2853240967e+00
   70.750   72.000 3.2267303467e+00
   70.750   72.250 3.1183319092e+00
   70.750   72.500 3.0089569092e+00
   70.500   71.500 2.8595428467e+00
   70.500   71.750 2.7609100342e+00
   70.500   72.000 2.7023162842e+00
   70.500   72.250 2.5909881592e+00
   70.500   72.500 2.5450897217e+00
   70.250   71.500 2.4620819092e+00
   70.250   71.750 2.3614959717e+00
   70.250   72.000 2.2648162842e+00
   70.250   72.250 2.2511444092e+00
   70.250   72.500 2.2286834717e+00
   70.000   71.500 2.2062225342e+00
   70.000   71.750 2.0861053467e+00
   70.000   72.000 1.9884490967e+00
   70.000   72.250 1.9738006592e+00
   70.000   72.500 1.9484100342e+00
Latitude Longitude Value
   71.000   71.500 -6.1573791504e+00
   71.000   71.750 -6.1153869629e+00
   71.000   72.000 -6.1212463379e+00
   71.000   72.250 -6.2804260254e+00
   71.000   72.500 -6.4200744629e+00
   70.750   71.500 -6.1769104004e+00
   70.750   71.750 -6.0831604004e+00
   70.750   72.000 -5.9903869629e+00
   70.750   72.250 -6.0685119629e+00
   70.750   72.500 -6.1476135254e+00
   70.500   71.500 -6.1983947754e+00
   70.500   71.750 -6.0265197754e+00
   70.500   72.000 -5.9317932129e+00
   70.500   72.250 -6.0118713379e+00
   70.500   72.500 -6.0499572754e+00
   70.250   71.500 -6.4689025879e+00
   70.250   71.750 -6.2521057129e+00
   70.250   72.000 -6.0148010254e+00
   70.250   72.250 -5.9776916504e+00
   70.250   72.500 -5.9679260254e+00
   70.000   71.500 -6.7442932129e+00
   70.000   71.750 -6.5118713379e+00
   70.000   72.000 -6.2716369629e+00
   70.000   72.250 -6.2335510254e+00
   70.000   72.500 -6.1876525879e+00
Latitude Longitude Value
   71.000   71.500 2.3963317871e+00
   71.000   71.750 2.4051208496e+00
   71.000   72.000 2.4412536621e+00
   71.000   72.250 2.5389099121e+00
   71.000   72.500 2.6150817871e+00
   70.750   71.500 2.5887145996e+00
   70.750   71.750 2.5662536621e+00
   70.750   72.000 2.5437927246e+00
   70.750   72.250 2.6277770996e+00
   70.750   72.500 2.7107849121e+00
   70.500   71.500 2.6648864746e+00
   70.500   71.750 2.6726989746e+00
   70.500   72.000 2.6502380371e+00
   70.500   72.250 2.7342224121e+00
   70.500   72.500 2.8406677246e+00
   70.250   71.500 2.7908630371e+00
   70.250   71.750 2.8123474121e+00
   70.250   72.000 2.8377380371e+00
   70.250   72.250 2.9676208496e+00
   70.250   72.500 3.0887145996e+00
   70.000   71.500 3.0721130371e+00
   70.000   71.750 3.0789489746e+00
   70.000   72.000 3.1053161621e+00
   70.000   72.250 3.2351989746e+00
   70.000   72.500 3.3582458496e+00
Latitude Longitude Value
   71.000   71.500 -4.6867065430e+00
   71.000   71.750 -4.7736206055e+00
   71.000   72.000 -4.8644409180e+00
   71.000   72.250 -4.9454956055e+00
   71.000   72.500 -5.0187377930e+00
   70.750   71.500 -4.6036987305e+00
   70.750   71.750 -4.7081909180e+00
   70.750   72.000 -4.8126831055e+00
   70.750   72.250 -4.8634643555e+00
   70.750   72.500 -4.9142456055e+00
   70.500   71.500 -4.5411987305e+00
   70.500   71.750 -4.6505737305e+00
   70.500   72.000 -4.7570190430e+00
   70.500   72.250 -4.8087768555e+00
   70.500   72.500 -4.8869018555e+00
   70.250   71.500 -4.5285034180e+00
   70.250   71.750 -4.6359252930e+00
   70.250   72.000 -4.7413940430e+00
   70.250   72.250 -4.8351440430e+00
   70.250   72.500 -4.9249877930e+00
   70.000   71.500 -4.5343627930e+00
   70.000   71.750 -4.6447143555e+00
   70.000   72.000 -4.7511596680e+00
   70.000   72.250 -4.8458862305e+00
   70.000   72.500 -4.9503784180e+00
Latitude Longitude Value
